id,project_id,area_id
72759,863,43
53112,622,72
53113,622,73
53114,622,43
53115,622,52
53116,622,22
53117,622,63
53118,622,31
72760,863,44
79868,1024,57
79869,1024,34
79870,1024,42
78187,975,28
55560,813,32
55561,813,33
55562,813,34
55563,813,36
55564,813,30
78188,975,29
62564,624,31
72761,863,45
78189,975,62
79871,1024,15
56618,686,43
56619,686,22
56620,686,31
83202,880,74
83203,880,52
83204,880,30
58154,490,33
58155,490,55
58156,490,45
72762,863,83
72763,863,85
72764,863,87
72765,863,29
58157,490,15
58158,490,23
58159,490,57
59746,828,52
59747,828,31
59804,726,34
68445,476,43
68446,476,22
68447,476,31
80920,857,64
80921,857,73
80922,857,74
80923,857,76
80924,857,52
80925,857,61
75142,763,34
55914,819,57
55915,819,34
55916,819,42
55917,819,15
56621,839,32
56622,839,51
56623,839,44
56624,839,7
30351,665,34
80926,857,30
56792,817,74
56793,817,52
80927,857,63
68177,898,18
58207,717,43
58208,717,28
58209,717,62
68178,898,43
68179,898,28
68180,898,62
75143,763,59
83546,1057,72
68043,908,83
58304,843,32
83547,1057,43
85150,1044,82
85151,1044,83
58305,843,17
58306,843,43
58307,843,44
59940,595,1
59941,595,7
58351,663,23
83548,1057,22
83549,1057,31
83590,831,82
85412,1070,74
58380,666,34
58381,666,59
58382,666,42
58383,666,23
57816,657,34
57817,657,59
57818,657,42
57819,657,23
68044,908,84
68045,908,85
68046,908,86
85413,1070,52
85414,1070,22
58423,387,43
58424,387,22
58425,387,31
58435,392,43
58436,392,22
58437,392,31
56091,830,29
56092,830,31
85415,1070,31
56114,678,43
56115,678,22
56116,678,31
56121,695,82
56122,695,83
56123,695,84
56124,695,85
59942,595,15
59943,595,23
59944,595,26
59945,595,32
85430,1073,34
85152,1044,84
85153,1044,85
85154,1044,71
85431,1073,42
66940,905,32
66941,905,33
66942,905,35
66943,905,36
66944,905,38
66945,905,1
66946,905,42
66947,905,55
85432,1073,23
66948,905,44
66949,905,45
79872,1008,34
83228,1054,17
83229,1054,28
56198,835,49
56199,835,35
56211,815,27
56212,815,58
56213,815,43
56214,815,76
56215,815,30
83230,1054,62
56625,840,34
56626,840,59
56627,840,42
56628,840,23
57920,664,34
57921,664,59
57922,664,42
57923,664,23
79873,1008,59
59946,595,33
59947,595,34
79874,1008,42
79875,1008,23
79398,687,31
79399,687,43
59948,595,35
59949,595,36
59950,595,38
59951,595,41
59952,595,42
79400,687,22
79401,687,63
79944,1004,34
79945,1004,59
79946,1004,42
79947,1004,23
83925,832,31
57772,667,34
57773,667,59
57774,667,42
57775,667,23
59953,595,44
59954,595,45
66950,905,46
66951,905,15
66952,905,49
66953,905,53
59955,595,46
59956,595,47
59957,595,49
59958,595,53
59959,595,55
59960,595,56
66954,905,59
66955,905,23
66956,905,57
66957,905,26
66958,905,47
66959,905,60
67866,391,43
67867,391,22
67868,391,31
59382,365,32
59383,365,1
59384,365,35
59385,365,36
59386,365,7
60101,62,32
60102,62,33
60103,62,36
60104,62,5
67963,668,34
67964,668,59
67965,668,42
82824,551,64
82825,551,19
82826,551,66
82827,551,3
56462,125,32
56463,125,1
56464,125,36
56465,125,5
56466,125,43
56467,125,17
56468,125,87
56469,125,27
56470,125,28
67966,668,23
82828,551,70
66342,55,32
66343,55,33
66344,55,34
66345,55,36
66346,55,38
66347,55,1
66348,55,8
66349,55,9
66350,55,42
66351,55,43
82829,551,6
58468,389,43
58469,389,22
58470,389,31
58492,570,73
58493,570,31
58494,570,63
82830,551,71
82831,551,8
82832,551,73
82833,551,74
56513,684,82
56514,684,83
56515,684,84
56516,684,85
56517,184,32
56518,184,35
56519,184,7
56520,184,44
56521,184,45
56522,184,15
56523,184,26
58526,818,31
59387,365,43
59388,365,44
59389,365,46
59390,365,15
59391,365,48
59392,365,17
59393,365,18
59394,365,53
59395,365,87
59396,365,55
59397,365,28
59961,595,57
59962,595,59
59963,595,60
60105,62,38
60106,62,1
60107,62,8
60108,62,41
60109,62,42
60110,62,7
60111,62,44
60112,62,45
60113,62,15
60114,62,17
60115,62,18
60116,62,23
60117,62,26
60118,62,30
82834,551,43
82835,551,76
75144,763,42
75145,763,23
85433,1074,34
85434,1074,59
85435,1074,42
85436,1074,23
81480,936,34
82836,551,61
59815,571,33
59816,571,34
59817,571,35
59818,571,41
59819,571,45
59820,571,47
59821,571,49
84964,1067,32
66352,55,44
59822,571,23
59823,571,26
59824,571,59
66353,55,45
66354,55,15
66355,55,41
66356,55,7
66357,55,28
66358,55,30
84965,1067,44
84966,1067,46
84971,673,34
84399,1046,34
84400,1046,59
84401,1046,45
84418,1047,34
84419,1047,59
84420,1047,42
84421,1047,23
84455,737,33
84456,737,34
84457,737,59
84458,737,42
84459,737,45
84460,737,15
84972,673,59
84973,673,42
76098,999,74
67386,916,22
67387,916,31
76099,999,52
58910,185,1
58911,185,36
58912,185,38
62565,697,24
62566,697,31
62567,697,10
62568,697,43
62569,697,63
76100,999,31
84974,673,23
75387,990,43
75388,990,28
75389,990,62
75390,990,7
79904,1003,34
79905,1003,59
79906,1003,42
16430,118,32
16431,118,1
16432,118,34
16433,118,35
16434,118,36
16435,118,7
16436,118,9
16437,118,42
16438,118,23
16439,118,44
16440,118,45
16441,118,15
16442,118,17
16443,118,41
16444,118,26
16445,118,30
79907,1003,23
79461,1017,33
79462,1017,63
79463,1017,47
79464,1017,52
79465,1017,54
73536,852,82
66295,890,81
66296,890,34
66297,890,59
65639,897,28
82837,551,72
82838,551,50
82839,551,67
82840,551,21
82841,551,22
59453,772,32
59454,772,34
59455,772,7
59456,772,42
59457,772,44
59458,772,46
59459,772,17
59460,772,51
59461,772,23
59462,772,59
65640,897,12
65641,897,62
62767,891,59
62768,891,30
63274,866,32
75146,954,32
75147,954,33
75148,954,34
82842,551,63
82843,551,29
82844,551,31
84267,885,34
84268,885,59
84269,885,42
84270,885,23
81136,1045,34
79845,768,34
79846,768,28
79847,768,30
79466,1017,58
75149,954,35
75150,954,36
75151,954,38
84901,833,33
63275,866,28
63276,866,34
63277,866,36
66298,890,42
66299,890,23
68688,753,34
68689,753,59
68690,753,42
68691,753,23
79467,1017,59
79468,1017,30
84902,833,57
84903,833,45
84904,833,15
85248,1037,82
85249,1037,83
85250,1037,84
85251,1037,85
73537,852,83
73538,852,84
67776,874,27
67777,874,58
67778,874,43
67779,874,76
67780,874,30
73539,852,85
73540,852,86
73553,762,34
73554,762,59
75152,954,1
75153,954,42
75154,954,44
75155,954,45
75156,954,47
62588,886,82
62589,886,83
62590,886,84
62591,886,85
75157,954,48
64604,154,82
73555,762,42
73556,762,23
75158,954,49
75159,954,51
75160,954,23
62784,892,48
62785,892,1
62603,887,34
62604,887,59
62605,887,42
62606,887,23
75161,954,26
85536,1079,43
85537,1079,28
85538,1079,62
85335,709,82
62786,892,36
62787,892,87
85336,709,83
85337,709,84
75162,954,59
75163,954,60
79469,1017,31
81137,1045,59
64605,154,83
64606,154,84
64607,154,85
85338,709,85
85339,709,86
67185,822,74
67186,822,52
81138,1045,42
81139,1045,23
67187,822,31
75238,925,82
75239,925,83
75240,925,84
75241,925,85
83231,158,64
83232,158,65
83233,158,66
75324,973,49
75325,973,26
75326,973,35
75327,973,53
75328,973,45
61269,867,85
61270,867,28
61271,867,30
72141,36,82
72142,36,83
72143,36,84
72144,36,85
83234,158,67
83235,158,68
83236,158,69
83237,158,70
61272,867,31
68298,860,49
68299,860,35
68300,860,44
68301,860,45
68302,860,15
71201,952,35
83238,158,71
83239,158,43
83240,158,29
68083,924,34
68084,924,77
75057,920,82
75058,920,83
75059,920,84
75060,920,85
75061,920,86
76071,962,66
76072,962,76
76073,962,50
76074,962,58
76075,962,61
76076,962,30
84905,853,33
68692,619,31
62857,903,32
62858,903,34
68693,619,43
68694,619,22
67996,899,66
62859,903,36
67750,810,82
84906,853,34
81508,981,79
67751,810,83
67545,198,49
67546,198,26
67547,198,35
61263,867,32
61264,867,33
61265,867,34
61266,867,35
67548,198,45
68695,619,63
61267,867,36
62867,676,66
62868,676,43
62869,676,29
62870,676,61
61268,867,84
67549,198,15
67752,810,85
67753,810,86
81509,981,42
81510,981,59
67754,810,45
67997,899,29
67998,899,61
83591,829,29
83592,829,31
84907,853,35
84908,853,42
84422,1007,34
84423,1007,59
84424,1007,42
84425,1007,23
65761,864,82
84461,737,23
84462,737,47
84909,853,45
81038,143,33
65762,864,83
65763,864,84
65764,864,85
65765,864,86
81039,143,17
81040,143,7
81041,143,42
81042,143,44
62907,904,74
62908,904,52
62909,904,31
81043,143,45
63830,907,52
63831,907,74
63832,907,84
81044,143,15
81045,143,49
81046,143,23
68209,915,36
63833,907,22
68210,915,29
68211,915,30
68212,915,31
81047,143,26
81511,981,34
81512,981,85
81513,109,82
81514,109,84
81515,109,85
80373,1031,23
80374,1031,42
80375,1031,59
80376,1031,34
80377,1031,69
84910,853,15
84911,853,49
84912,853,53
84913,853,57
85005,859,1
70068,611,34
70069,611,22
70070,611,31
82914,921,82
82915,921,83
68245,871,33
68246,871,57
68247,871,45
68248,871,15
80707,911,64
80708,911,72
80709,911,58
68255,186,8
68256,186,43
68257,186,28
80710,911,76
80711,911,74
82916,921,84
82917,921,85
82918,921,86
85006,859,7
85007,859,9
85008,859,13
75932,996,32
75933,996,1
75934,996,36
75935,996,5
75936,996,43
75937,996,48
67182,823,74
67183,823,52
67184,823,31
75938,996,17
75939,996,51
85009,859,15
85010,859,17
85011,859,23
85012,859,26
77347,884,34
77348,884,59
85013,859,30
77349,884,42
77350,884,23
85014,859,32
72592,967,18
72593,967,43
72594,967,28
72595,967,62
85015,859,33
85016,859,34
85017,859,35
85018,859,36
85019,859,38
83241,158,50
83242,158,61
73072,940,32
73073,940,1
68656,701,82
68657,701,83
68658,701,84
68659,701,85
73074,940,49
73075,940,38
73076,940,7
73077,940,42
73078,940,23
73079,940,44
73080,940,45
73081,940,46
73082,940,47
73083,940,48
73084,940,81
73085,940,51
73086,940,53
73087,940,87
73088,940,55
73089,940,26
73090,940,59
73091,940,57
76017,997,1
76018,997,36
74583,930,33
74584,930,81
74585,930,45
74586,930,47
74587,930,49
74588,930,57
74589,930,60
76019,997,5
76020,997,43
76021,997,48
76022,997,17
76023,997,51
70006,928,1
70007,928,3
70008,928,4
70009,928,11
70010,928,19
70011,928,22
70012,928,28
70013,928,29
70014,928,30
70015,928,31
70016,928,32
70017,928,34
70018,928,36
70019,928,42
70020,928,44
70021,928,48
70022,928,50
70023,928,52
70024,928,57
70025,928,61
70026,928,62
70027,928,63
70028,928,87
71947,963,23
71948,963,42
71949,963,59
71950,963,34
75872,563,43
75873,563,28
75874,563,5
75875,563,62
80944,144,34
80945,144,35
80946,144,42
80947,144,45
80948,144,15
80949,144,49
79811,983,33
79812,983,57
70527,939,33
79813,983,15
80950,144,57
78138,1013,82
78139,1013,83
78140,1013,84
78141,1013,85
78142,1013,86
84056,456,72
84057,456,43
84058,456,52
72057,933,64
72628,968,34
72629,968,59
72346,841,28
72347,841,62
72630,968,42
72631,968,23
83806,116,81
83807,116,35
83808,116,44
83888,642,82
72058,933,74
72059,933,76
72060,933,52
72061,933,58
72062,933,31
83593,1023,34
83594,1023,59
83595,1023,77
83889,642,71
83890,642,72
83891,642,73
80951,144,26
81048,837,34
81049,837,59
83892,642,74
83893,642,75
83894,642,76
83895,642,77
83896,642,78
83897,642,50
83243,452,65
83244,452,66
81050,837,42
81051,837,23
82947,923,82
82948,923,83
77416,196,3
73699,459,26
73700,459,35
73701,459,53
73702,459,45
75025,958,2
75026,958,41
75027,958,76
75028,958,22
75029,958,58
75030,958,27
82949,923,84
82950,923,85
82951,923,86
83898,642,52
83899,642,85
83900,642,54
83901,642,84
83902,642,61
83903,642,63
84059,456,22
84060,456,31
84065,550,64
84859,950,43
84860,950,22
84861,950,31
84066,550,43
84067,550,29
84068,550,61
83245,452,67
83246,452,68
83247,452,69
83248,452,70
83249,452,43
82997,682,82
82998,682,83
82999,682,84
83000,682,85
83001,682,86
83250,452,29
83251,452,50
77417,196,6
77418,196,43
75099,872,34
75100,872,59
75101,872,42
75102,872,23
83252,452,61
84914,966,82
84915,966,84
84916,966,86
77419,196,19
77420,196,22
76056,998,82
76057,998,83
76058,998,84
76059,998,85
76060,170,82
76061,170,83
76062,170,84
76063,170,85
76064,170,86
77114,700,82
77115,700,83
77116,700,84
77117,700,85
77118,700,86
77421,196,29
77422,196,31
85020,859,41
77898,861,2
77899,861,27
77900,861,42
75557,995,33
75558,995,34
75559,995,35
77901,861,76
77902,861,77
77903,861,23
77904,861,58
77905,861,59
77906,861,30
78190,975,31
85021,859,42
85022,859,44
85023,859,45
85024,859,46
84511,1055,33
84512,1055,57
84513,1055,45
84514,1055,15
85322,1036,33
85323,1036,35
85324,1036,45
85325,1036,47
85326,1036,15
70490,935,33
70491,935,34
70492,935,35
70493,935,38
70494,935,1
70495,935,42
70496,935,44
70497,935,45
70498,935,47
70499,935,49
70500,935,87
70501,935,57
70502,935,26
70503,935,15
70504,935,60
73169,618,82
73170,618,83
73171,618,84
73172,618,85
73983,842,50
73984,842,43
73985,842,21
73986,842,66
73987,842,29
75206,956,32
75207,956,3
75208,956,54
73248,167,82
73249,167,83
73250,167,84
73251,167,85
73252,167,86
75209,956,6
75210,956,7
75211,956,9
75212,956,46
75213,956,61
75214,956,81
75215,956,50
75216,956,19
75217,956,22
75218,956,58
75219,956,26
75220,956,29
75031,957,41
75032,957,58
75033,957,27
80952,1041,82
75034,957,76
75035,957,30
75221,956,30
80953,1041,83
80954,1041,84
80955,1041,85
80956,1041,86
75222,956,31
79814,1014,33
84917,972,32
84918,972,1
78850,659,1
78851,659,7
75383,989,57
75384,989,34
75385,989,42
75386,989,15
70867,946,41
70868,946,18
70869,946,30
70870,946,54
78080,462,1
78081,462,7
78082,462,9
78083,462,15
71202,952,36
71203,952,44
71204,952,45
71205,952,47
71206,952,48
71207,952,49
71208,952,51
71209,952,59
73068,944,34
73069,944,59
73070,944,42
73071,944,23
71210,952,60
78084,462,17
78085,462,18
78086,462,23
78087,462,26
78088,462,30
78089,462,32
78090,462,33
78091,462,34
78092,462,35
78093,462,36
78094,462,38
78095,462,41
78096,462,42
78097,462,44
78098,462,45
78099,462,46
78100,462,47
78101,462,48
78102,462,49
78103,462,51
78104,462,53
78105,462,54
78106,462,55
78107,462,56
78108,462,57
78109,462,59
78110,462,60
78111,462,80
78852,659,8
78853,659,9
78854,659,15
78855,659,17
78112,462,87
75441,993,48
75442,993,1
75443,993,87
75444,993,54
75445,993,41
78856,659,18
78857,659,23
78858,659,26
78859,659,30
78860,659,32
78861,659,34
78862,659,41
78863,659,42
78864,659,44
78865,659,45
78866,659,46
78867,659,51
78868,659,53
78869,659,55
78870,659,56
78871,659,57
78872,659,59
78873,659,87
79815,1014,34
79816,1014,42
84069,494,11
84070,494,43
84071,494,29
84072,494,61
84919,972,36
84920,972,5
79817,1014,45
84921,972,7
84922,972,44
84654,1048,42
84655,1048,59
85340,643,27
85341,643,58
84656,1048,34
84657,1048,69
84923,972,46
84924,972,48
84925,972,17
85342,643,43
79818,1014,15
79819,1014,57
85343,643,76
85344,643,30
79418,948,34
79419,948,59
79420,948,42
79421,948,23
79954,1012,82
79955,1012,83
79956,1012,84
79957,1012,85
79958,1012,86
80286,1027,32
80287,1027,34
80288,1027,36
80289,1027,28
80290,1027,29
80291,1027,30
84073,351,83
84074,351,84
84075,351,85
84286,149,82
84287,149,84
80292,1027,31
80366,1035,52
80367,1035,31
84288,149,85
84864,816,74
84865,816,43
84866,816,31
84926,972,51
83132,1052,22
83133,1052,31
85494,1077,34
75321,987,74
75322,987,52
75323,987,31
85495,1077,59
85025,859,47
85026,859,48
85027,859,49
85028,859,53
85029,859,55
76698,1002,33
76699,1002,35
76700,1002,49
76701,1002,7
76702,1002,42
76703,1002,55
76704,1002,44
76705,1002,45
76706,1002,46
76707,1002,47
76708,1002,80
76709,1002,81
76710,1002,51
76711,1002,53
76712,1002,23
76713,1002,26
76714,1002,59
76715,1002,60
85030,859,56
85031,859,57
85032,859,59
85033,859,60
85034,859,87
85059,1015,80
85496,1077,42
85497,1077,23
83215,1053,31
83216,1053,63
82380,878,29
82381,878,86
82382,878,31
85060,1015,26
85061,1015,35
85062,1015,45
85063,1015,47
85345,769,82
85346,769,83
85347,769,84
85348,769,85
85361,1068,52
85362,1068,22
85363,1068,31
77911,732,34
77912,732,59
77913,732,42
77914,732,23
77480,82,15
77481,82,35
77482,82,45
85171,1043,82
85172,1043,83
85173,1043,84
85174,1043,85
84076,507,82
77483,82,53
80293,1033,33
80294,1033,35
80295,1033,45
80296,1026,61
79134,976,31
79572,1018,34
79573,1018,59
79574,1018,42
79595,979,34
79378,943,80
79596,979,59
79597,979,42
85457,1075,23
85458,1075,42
85459,1075,59
85460,1075,34
85461,1075,69
79598,979,23
75320,986,79
75317,986,34
75318,986,59
75319,986,42
79379,943,33
76920,368,8
76921,368,82
76922,368,84
76923,368,63
79380,943,45
79381,943,47
80297,1026,43
80298,1026,69
80299,1026,6
80300,1026,29
84077,507,84
84078,507,85
84079,507,86
83134,771,33
83135,771,34
83136,771,59
83137,771,9
83138,771,42
83139,771,43
83140,771,2
83141,771,47
83142,771,56
83143,771,52
83144,771,22
83145,771,41
83146,771,23
83147,771,58
82931,977,33
82932,977,34
82933,977,42
82934,977,23
82935,977,57
82936,977,59
83148,771,27
83149,771,26
84927,814,32
84928,814,33
84929,814,34
84295,1064,82
84296,1064,83
84297,1064,84
84298,1064,85
84303,1006,32
84304,1006,33
84305,1006,34
84306,1006,35
84930,814,36
84307,1006,36
84308,1006,7
84309,1006,15
84310,1006,17
84311,1006,23
83937,669,34
83938,669,59
83939,669,42
83940,669,23
84312,1006,26
84313,1006,28
85349,680,34
85350,680,9
85351,680,42
85352,680,23
85353,680,54
85354,680,41
85355,680,59
84931,814,5
84932,814,38
84933,814,1
84934,814,9
84935,814,42
84936,814,7
84937,814,44
84938,814,45
84939,814,15
84940,814,17
84941,814,87
84942,814,23
84943,814,26
84944,814,30
